,0,1,2
15748,barely-true,"A bill to cap carbon emissions ""could cost Ohio 100,000 jobs.""","By Stephen Koff • August 2, 2010"
15749,barely-true,"""As President George W. Bush’s trade representative, Portman failed to address China’s currency manipulation, which was inflated to as much as 40 percent in 2006.""","By Stephen Koff • August 2, 2010"
15750,mostly-true,"Says President Barack Obama initially said the national health-care mandate isn't a tax, but his administration now says it is a tax.","By Ciara O'Rourke • August 2, 2010"
15751,pants-fire,"""We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.""","By Eric Stirgus • August 2, 2010"
15752,false,"""There's nothing in the voting instructions that we've been getting in the last several elections that lets you know"" about the limitations of the master lever.","By C. Eugene Emery Jr. • August 2, 2010"
15753,barely-true,"When Atlanta Police Chief George Turner was interim head of the department, overall crime fell 14 percent and violent crime dropped 22.7 percent.","By Willoughby Mariano • August 1, 2010"
15754,half-true,Says the director of NASA says its main mission is Muslim outreach.,"By W. Gardner Selby • August 1, 2010"
15755,barely-true,"Cicilline ""continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.""","By Cynthia Needham • August 1, 2010"
15756,half-true,"Some cardiologists estimate ""70 percent of all males over 50 have some form of heart disease.""","By W. Gardner Selby • July 31, 2010"
15757,true,"""Jeff Greene can buy anything"" ...  he owns two mansions.","By Aaron Sharockman • July 30, 2010"
15758,false,"""Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.""","By Amy Sherman • July 30, 2010"
15759,pants-fire,"When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.","By Alex Holt • July 30, 2010"
15760,pants-fire,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.,"By Alex Holt • July 30, 2010"
15761,pants-fire,Justice Antonin Scalia agreed for the Supreme Court to hear a case about whether Barack Obama is eligible to be President.,"By Alex Holt • July 30, 2010"
15762,half-true,"""In renewable and advanced energy manufacturing projects, Ohio now ranks first among the 50 states.""","By Reginald Fields • July 30, 2010"
15763,false,"""Warren Buffett called (Jeff) Greene's scheme 'financial weapons of mass destruction.' ""","By Angie Drobnic Holan • July 30, 2010"
15764,true,"""The first professional baseball team was from an Ohio city.""","By Aaron Marshall • July 30, 2010"
15765,pants-fire,"""Nobody’s invited us"" to the Obama events in Atlanta.","By Jim Tharpe • July 30, 2010"
15766,true,"""Today almost half our debt is owned by foreigners.""","By W. Gardner Selby • July 30, 2010"
15767,half-true,"For every $1 spent on afterschool programs, ""we can save over $5, almost $6, in crime costs down the line.""","By C. Eugene Emery Jr. • July 30, 2010"
15768,pants-fire,"""There's no negative advertising in my campaign at all.""","By Aaron Sharockman • July 29, 2010"
15769,half-true,"Dave Aronberg ""was the first to demand that BP create a billion-dollar fund to pay for the devastation.""","By Amy Sherman • July 29, 2010"
15770,half-true,"""Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.""","By Erin Mershon • July 29, 2010"
15771,false,"""I don't think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.""","By Louis Jacobson • July 29, 2010"
15772,mostly-true,"The president's budget ""would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.""","By Louis Jacobson • July 29, 2010"
15773,mostly-true,"""In 2009, Yost spent 2.5 times more money than it took to run the (prosecutor’s) office before he got there.""","By Joe Guillen • July 29, 2010"
15774,true,"Over the last 10 years, incomes for the top 1 percent ""have grown."" Meanwhile, the bottom half of the country, ""they've seen their wages stagnate.""","By Lukas Pleva • July 29, 2010"
15775,true,"""There are more pain clinics in Broward County than there are McDonald's in Broward County.""","By Amy Sherman • July 29, 2010"
15776,false,"Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are ""inaccurate.""","By Eric Stirgus • July 29, 2010"
15777,true,"Democratic candidate Jeff Greene ""ran for Congress as a California Republican.""","By Angie Drobnic Holan • July 28, 2010"
15778,barely-true,"Dave Aronberg's career legal experience is ""less than two years as Asst. AG/private attorney.""","By Aaron Sharockman • July 28, 2010"
15779,half-true,"Since the Democrats’ stimulus went into effect last year, Ohio has lost about 150,000 Jobs.","By Mark Naymik • July 28, 2010"
15780,barely-true,"""25 percent of our economy is the financial sector.""","By Louis Jacobson • July 28, 2010"
15781,barely-true,"Rob Portman’s ""plan to tax, slash and privatize"" Social Security ""would devastate Ohioans.""","By Stephen Koff • July 28, 2010"
15782,false,"Republican candidate for governor Nathan Deal ""explicitly voted to fund abortions ...""","By Willoughby Mariano • July 28, 2010"
15783,barely-true,"Kendrick Meek was ""#1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for children's health care.""","By Amy Sherman • July 27, 2010"
15784,false,"""I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock.""","By Cynthia Needham • July 27, 2010"
15785,true,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,"By Louis Jacobson • July 27, 2010"
15786,barely-true,"People in the top tax bracket, ""these so-called wealthy, most of them are small-business owners.""","By Angie Drobnic Holan • July 27, 2010"
15787,half-true,"""For every dollar we put in unemployment, it pays back about $1.60.""","By Lukas Pleva • July 27, 2010"
15788,true,"""We've seen six months of positive job growth by the private sector.""","By Lukas Pleva • July 27, 2010"
15789,mostly-true,"""Ohio’s electricity rates are 10 percent below the national average.""","By Reginald Fields • July 27, 2010"
15790,barely-true,"Jim Marshall ""votes liberal in Washington ... and we aren't fooled.""","By Eric Stirgus • July 27, 2010"
15791,half-true,"Says Bill White's program to bring dropouts back to school was ""so successful that almost every city in our state has replicated"" it.","By Meghan Ashford-Grooms • July 27, 2010"
15792,mostly-true,"""My 7-step plan"" creates 700,000 jobs in 7 years.","By Aaron Sharockman • July 26, 2010"
15793,mostly-true,"Shirley Sherrod ""was forced to resign before anybody on Fox said a word about this.""","By Louis Jacobson • July 26, 2010"
15794,half-true,"""Jane Norton supported the largest tax hike in Colorado history.""","By Angie Drobnic Holan • July 26, 2010"
15795,half-true,"The ""state bureaucracy"" Jane Norton managed ""grew by $43 million in just three years.""","By Angie Drobnic Holan • July 26, 2010"
15796,mostly-true,"""Ken Buck's (District Attorney's) office? His spending skyrocketed by 40 percent.""","By Angie Drobnic Holan • July 26, 2010"
15797,half-true,"In New Mexico, Democratic gubernatorial candidate Diane Denish ""spent federal stimulus funds on campaign Christmas cards.""","By Louis Jacobson • July 26, 2010"
15798,half-true,"Says his office ""has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.""","By Aaron Marshall • July 26, 2010"
15799,pants-fire,"Karen Handel ""would have felt like it was OK to go in and abort"" Sarah Palin's son Trig, who has Down syndrome.","By Willoughby Mariano • July 26, 2010"
15800,true,"""Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.""","By W. Gardner Selby • July 26, 2010"
15801,false,"Says that Lee Fisher once said, ""I never met a gun control bill I didn’t like.""","By Stephen Koff • July 25, 2010"
15802,barely-true,"Georgia is ""the Saudi Arabia of pine trees.""","By Jim Tharpe • July 25, 2010"
15803,true,Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.,"By Stephen Koff • July 25, 2010"
15804,half-true,"""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale.""","By Ciara O'Rourke • July 25, 2010"
15805,half-true,"Because of union rules, cooks helpers moved into DMV jobs they were not trained for","By Cynthia Needham • July 25, 2010"
15806,mostly-true,"""The Arizona law basically parrots the federal immigration law.""","By Sabrina Eaton • July 24, 2010"
15807,true,"""Education Week rates Ohio schools in the top five in the nation.""","By Reginald Fields • July 24, 2010"
15808,true,"""In the 18th Congressional District, 100% of electric generation comes from coal.""","By Robert Higgs • July 24, 2010"
15809,full-flop,On debating.,"By Meghan Ashford-Grooms • July 24, 2010"
15810,false,"""Attorney General Eric Holder is involved in the dismissal of the criminal charges"" against the New Black Panther Party for voter intimidation","By Robert Farley • July 23, 2010"
15811,half-true,"""I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.""","By Trenton Daniel • July 23, 2010"
15812,barely-true,"""Of all the illegals in America, more than half come through Arizona.""","By Alex Holt • July 23, 2010"
15813,mostly-true,"Marco Rubio's ""economic proposals will add $3.5 trillion to the federal deficit.""","By Aaron Sharockman • July 23, 2010"
15814,false,"""The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.""","By Sabrina Eaton • July 23, 2010"
15815,false,"""In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.""","By Aaron Marshall • July 23, 2010"
15816,true,"""Since 1904, the Ohio victor has won the presidency 25 out of 27 times ""","By Robert Higgs • July 23, 2010"
15817,false,"""Recent data showed Nevada ranks 50th in the money received from"" the stimulus bill.","By Louis Jacobson • July 23, 2010"
15818,true,"""The War in Afghanistan is officially the longest war Americans have ever been asked to endure.""","By Robert Higgs • July 23, 2010"
15819,barely-true,"GOP candidate for governor Nathan Deal ""is a former Clinton Democrat.""","By Willoughby Mariano • July 23, 2010"
15820,mostly-true,"""It turns out that Texas has an $18 billion budget shortfall and can't afford its new science textbooks.""","By Ciara O'Rourke • July 23, 2010"
15821,half-true,"The lieutenant governor has the power to be an ""economic ambassador"" and ""negotiate"" on economic development","By Cynthia Needham • July 23, 2010"
15822,half-true,"Democrats in the 1930s wanted President Franklin Roosevelt ""to be more conservative.""","By Louis Jacobson • July 22, 2010"
15823,false,"Obama's dog has his ""own plane""","By Lukas Pleva • July 22, 2010"
15824,false,"""Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.""","By Louis Jacobson • July 22, 2010"
15825,half-true,"By 12th grade, ""more than 3 out of 10 girls have been pregnant at least once.""","By Willoughby Mariano • July 22, 2010"
15826,barely-true,"""We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.""","By Ciara O'Rourke • July 22, 2010"
15827,true,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling.""","By Aaron Sharockman • July 21, 2010"
15828,true,"Maurice Ferre says Kendrick Meek ""has voted 98.6 percent of the time with the Democrat party.""","By Trenton Daniel • July 21, 2010"
15829,pants-fire,"""Sixty percent of the Hispanics"" support the Arizona immigration law","By Lukas Pleva • July 21, 2010"
15830,true,"""I never called for a partition"" of Iraq.","By Robert Farley • July 21, 2010"
15831,false,"""Today, we have two Vietnams, side by side, North and South, exchanging and working.""","By Ciara O'Rourke • July 21, 2010"
15832,mostly-true,"Opponent Holly Benson said that ""Just because you're poor doesn't mean you're unhealthy, it just means you have a lot more time to go running.""","By Aaron Sharockman • July 20, 2010"
15833,barely-true,"""The health care numbers are going up.""","By Alex Holt • July 20, 2010"
15834,half-true,"""We're not engaged in nation-building"" in Afghanistan.","By Louis Jacobson • July 20, 2010"
15835,true,"""Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.""","By Eric Stirgus • July 20, 2010"
15836,pants-fire,"Transporting drugs ""is the price of admission"" for people crossing the border illegally.","By C. Eugene Emery Jr. • July 20, 2010"
15837,barely-true,"""Rick Scott's company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating.""","By Aaron Sharockman • July 19, 2010"
15838,barely-true,"Russ Feingold ""voted against the law that protected our lakes"" and ""was the only Great Lakes senator to vote no.""","By Louis Jacobson • July 19, 2010"
15839,pants-fire,"""We don't get a lot of calls from this White House… I have, frankly, never had a call from them.""","By W. Gardner Selby • July 19, 2010"
15840,true,"Providence has ""the lowest crime rate in three decades.""","By C. Eugene Emery Jr. • July 19, 2010"
15841,false,"Some city of Atlanta employees ""have not had raises in eight years.""","By Eric Stirgus • July 18, 2010"
15842,mostly-true,"""Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.""","By Meghan Ashford-Grooms • July 18, 2010"
15843,false,"""There have been 30 published polls in this election cycle and Harry Reid's been trailing in every single one.""","By Ciara O'Rourke • July 17, 2010"
15844,barely-true,"Bill McCollum ""diverted a state plane to his home 53 times. A state auditor called it: likely a misuse of state resources.""","By Aaron Sharockman • July 16, 2010"
15845,mostly-true,"As a Congressman, J.D. Hayworth was an avid earmarker who supported such pork as ""$220,000 to renovate a Maine Blueberry farm"" and ""$5.8 million for a Vermont snowmobile trail.""","By Robert Farley • July 16, 2010"
15846,false,"The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover ""any legal abortion.""","By Angie Drobnic Holan • July 16, 2010"
15847,true,"""Forty cents of every dollar being spent by the federal government is being borrowed from my children.""","By Cristina Silva • July 16, 2010"
15848,half-true,"""Illegal aliens are costing Georgia taxpayers over a billion dollars every year.""","By Willoughby Mariano • July 16, 2010"
15849,false,"He has ""ushered in $3 billion in new investment.""","By Cynthia Needham • July 16, 2010"
15850,half-true,"""We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.""","By Robert Farley • July 15, 2010"
15851,barely-true,"Dan Gelber's employment by BP's law firm ""could disqualify him from representing Florida against BP as Attorney General.""","By Aaron Sharockman • July 15, 2010"
15852,half-true,"""Since February 2009, our economy has lost roughly 3 million private sector jobs while the federal government has grown by more than 400,000 jobs.""","By Sabrina Eaton • July 15, 2010"
15853,mostly-true,"""We went from losing 3 million jobs in the last six months of the Bush Administration,"" adding almost 600,000 private sector jobs in the first six months of the year.","By Louis Jacobson • July 15, 2010"
15854,barely-true,"""I said no to higher taxes and fees.""","By Amy Sherman • July 15, 2010"
15855,false,"Phoenix is the kidnapping capital ""of the Western Hemisphere.""","By C. Eugene Emery Jr. • July 15, 2010"
15856,true,"""We're spending $1 trillion a year on our foreign policy.""","By Lukas Pleva • July 15, 2010"
15857,false,"""Ken Hodges badly botched this investigation and, as a result, justice wasn't done in this case.""","By Eric Stirgus • July 15, 2010"
15858,true,"Says Texas has one state inspector for every 4,500 oil and gas wells.","By W. Gardner Selby • July 15, 2010"
15859,mostly-true,"""$120,000 will be spent by taxpayers on Charlie Crist's political photo-op special session.""","By Amy Sherman • July 14, 2010"
15860,half-true,"""Most"" of the Bush tax cuts went to people ""in the top 3 percent of this country.""","By Louis Jacobson • July 14, 2010"
15861,half-true,Secretary of State A. Ralph Mollis wrongly takes credit for small-business program,"By Cynthia Needham • July 14, 2010"
15862,true,"""Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.""","By Cristina Silva • July 14, 2010"
15863,barely-true,"Says Democratic opponent is ""too Republican to stand up for us.""","By Jim Tharpe • July 14, 2010"
15864,half-true,"“In Rick Perry’s Texas, we import nurses ... from other countries.”","By Meghan Ashford-Grooms • July 14, 2010"
15865,mostly-true,"Under President George W. Bush, the U.S. had ""52 months of ... uninterrupted job creation"" and ""revenues were at an all-time high in 2007.""","By Louis Jacobson • July 13, 2010"
15866,mostly-true,"Republicans extended unemployment insurance under President Bush ""when he asked to extend unemployment insurance.""","By Angie Drobnic Holan • July 13, 2010"
15867,full-flop,"On whether BP's $20 billion fund to compensate oil spill victims is ""a slush fund.""","By Martha M. Hamilton • July 13, 2010"
15868,barely-true,"Says that President Obama said if Congress passed the economic stimulus bill, ""we would have unemployment at 8 percent and no higher. And it went higher.""","By Robert Farley • July 13, 2010"
15869,true,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.""","By John Bartosek • July 13, 2010"
15870,half-true,"""To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.""","By Willoughby Mariano • July 13, 2010"
15871,true,"""Only about a third"" of Texans who enroll in college graduate.","By Ciara O'Rourke • July 13, 2010"
15872,mostly-true,"""Forty percent of the undocumented workers in this country"" entered the U.S. legally and ""overstayed their visa.""","By Louis Jacobson • July 12, 2010"
15873,pants-fire,Says Gov. Rick Perry is “by far and away the highest-paid state employee on an hourly basis.”,"By W. Gardner Selby • July 12, 2010"
15874,half-true,"""John Oxendine is under a state ethics investigation because he illegally funneled more than $120,000 to his campaign from shady insurance political action committees in Alabama.""","By Willoughby Mariano • July 12, 2010"
15875,false,Rhode Island voters are moving away from the Democratic party to non-affiliation,"By C. Eugene Emery Jr. • July 12, 2010"
15876,true,"""Sen. McConnell offered a fully paid two-month extension of unemployment insurance.""","By Ciara O'Rourke • July 11, 2010"
15877,mostly-true,"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""","By Willoughby Mariano • July 11, 2010"
15878,pants-fire,"Blue Cross headquarters has ""a $30,000 granite table.""","By C. Eugene Emery Jr. • July 11, 2010"
15879,false,Tarpon Springs takes its homeless to St. Petersburg.,"By Michael Van Sickler • July 9, 2010"
15880,false,"""The top 1 percent pay over half of the entire revenue for this country.""","By Louis Jacobson • July 9, 2010"
15881,barely-true,"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""","By Louis Jacobson • July 9, 2010"
15882,true,"""We spend three times more on entitlements and debt services than we do on defense.""","By Louis Jacobson • July 9, 2010"
15883,false,"""Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.""","By Louis Jacobson • July 9, 2010"
15884,barely-true,"Says Rep. Ken Legler ""voted against installing fire sprinklers and emergency power generators in nursing homes.""","By Ciara O'Rourke • July 9, 2010"
15885,true,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""","By C. Eugene Emery Jr. • July 9, 2010"
15886,half-flip,On tax breaks for businesses,"By Eric Stirgus • July 9, 2010"
15887,true,"""Florida’s high school graduation rate falls well below the national average.""","By Cristina Silva • July 8, 2010"
15888,half-true,"""At his father's bank, Alexi made tens of millions in risky loans to convicted mobsters. Then, the bank collapsed.""","By Robert Farley • July 8, 2010"
15889,true,"""He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.""","By Robert Farley • July 8, 2010"
15890,barely-true,"""Alexi Giannoulias' top aide was a longtime BP lobbyist.""","By Robert Farley • July 8, 2010"
15891,half-true,"""Law enforcement in the state of Arizona supports"" the state's new immigration law.","By Martha M. Hamilton • July 8, 2010"
15892,mostly-true,“The insurance commissioner can’t do squat about health care.”,"By Willoughby Mariano • July 8, 2010"
15893,half-true,"""Today, Florida is in 50th place in spending on education.""","By Cristina Silva • July 7, 2010"
15894,true,“We are picking up oil with shovels and paper and plastic bags.”,"By Laura Figueroa • July 7, 2010"
15895,true,"""Crime is down in Arizona.""","By Alex Holt • July 7, 2010"
15896,mostly-true,"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.""","By Angie Drobnic Holan • July 7, 2010"
15897,barely-true,"""As Washington debates cracking down on the big Wall Street banks, I’ve passed legislation that does so.""","By Cynthia Needham • July 7, 2010"
15898,false,"""In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the"" world.","By W. Gardner Selby • July 7, 2010"
15899,barely-true,"""When you were casting your vote for Republicans, Brian Kemp was voting for Democrats.""","By Willoughby Mariano • July 7, 2010"
15900,mostly-true,"""You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.""","By Cristina Silva • July 6, 2010"
15901,half-true,"""There are mechanisms in place to shut down the Internet privately.""","By Lukas Pleva • July 6, 2010"
15902,false,"Japan's ""interest on its own debt"" is ""25 percent of its national budget""","By Lukas Pleva • July 6, 2010"
15903,mostly-true,"""President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.""","By Louis Jacobson • July 6, 2010"
15904,barely-true,"Said he is the only Democratic candidate for state attorney general who has ""represented the entire state of Georgia.""","By Eric Stirgus • July 6, 2010"
15905,barely-true,"""I’m running against a groundhog. He saw his shadow on the primary day, and no one has seen him since.""","By W. Gardner Selby • July 6, 2010"
15906,mostly-true,"Says state Rep. Jim Keffer, a GOP lieutenant to House Speaker Joe Straus, ""did mail pieces for Democrat Mark Strama to help him defeat"" a Republican.","By W. Gardner Selby • July 5, 2010"
15907,half-true,"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, “are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.”","By W. Gardner Selby • July 5, 2010"
15908,half-true,"John McCain ""began his career in Washington as a lobbyist when he was appointed in 1976 as the Navy's liaison to the United States Senate.""","By Louis Jacobson • July 5, 2010"
15909,barely-true,"""Powerful Houston Democrats Sylvia Garcia (Democrat county commissioner in Harris County) and Elyse Lanie(r) (wife of the former liberal Democrat mayor Bob Lanier) sponsored a Democrat fundraiser for Speaker (Joe) Straus with numerous Democrat officials and high-ranking union officials.""","By W. Gardner Selby • July 5, 2010"
15910,true,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"By Cynthia Needham • July 5, 2010"
15911,mostly-true,Says Republican lieutenants to House Speaker Joe Straus “aired radio ads supporting Democrat(ic state Rep.) Mark Homer... helping the Democrat to a narrow win.”,"By W. Gardner Selby • July 5, 2010"
15912,true,“I have filed every disclosure that has ever been required.”,"By Jim Tharpe • July 5, 2010"
15913,false,"Says his GOP challenger, Doug MacGinnitie, ""hadn’t voted in a Republican primary for almost 20 years until 2008.","By Willoughby Mariano • July 4, 2010"
15914,true,"""We’re No. 1 in child hunger.""","By Ciara O'Rourke • July 3, 2010"
15915,true,"""I have spent virtually every weekend since Memorial Day in the Panhandle.""","By Cristina Silva • July 2, 2010"
15916,mostly-true,"""Today, we have more boots on the ground near the Southwest border than at any time in our history.""","By Angie Drobnic Holan • July 2, 2010"
15917,false,"The U.S. deficit ""increases at $3 million per second.""","By C. Eugene Emery Jr. • July 2, 2010"
15918,true,"""Georgia has the most restrictive ballot access laws in the country.”","By Eric Stirgus • July 2, 2010"
15919,full-flop,On the use of presidentially appointed commissions.,"By Louis Jacobson • July 1, 2010"
15920,false,"""West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.""","By Amy Sherman • July 1, 2010"
15921,half-true,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""","By Willoughby Mariano • July 1, 2010"
15922,false,"""In Florida alone, more than $3.5 billion a year is spent on health care and criminal justice for illegal immigrants.""","By Cristina Silva • June 30, 2010"
15923,half-true,"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, ""military recruiting actually went up.""","By Robert Farley • June 30, 2010"
15924,mostly-true,"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''","By John Hill • June 30, 2010"
15925,false,"""The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.""","By Louis Jacobson • June 30, 2010"
15926,false,Says Houston’s 18th congressional district has been “gentrified” and is home to “more Anglos than African Americans.”,"By W. Gardner Selby • June 30, 2010"
15927,mostly-true,"""I have a record on the environment of creating green energy ... taking trash and turning it into cash.""","By Eric Stirgus • June 30, 2010"
15928,half-true,"""In her first appellate argument, Ms. Kagan told the court that the speech and press guarantees in the First Amendment would allow the federal government to ban the publication of pamphlets discussing political issues before an election.""","By Robert Farley • June 29, 2010"
15929,barely-true,"""We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if they’re going to create jobs.""","By Cristina Silva • June 29, 2010"
15930,full-flop,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,"By Angie Drobnic Holan • June 29, 2010"
15931,mostly-true,"""The first time he ever voted as a Democrat was here in Florida in 2008. He only voted four times in his life, and he's asking Floridians to come out and vote for him.""","By Amy Sherman • June 29, 2010"
15932,half-true,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""","By Alex Holt • June 29, 2010"
15933,false,"When he worked for AT&T, he ""was responsible for large parts in a $5 billion organization.""","By Willoughby Mariano • June 29, 2010"
15934,half-true,"""The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law.""","By Louis Jacobson • June 28, 2010"
15935,barely-true,"""If there were not derivatives, there would be no bank loans at all today.""","By Lukas Pleva • June 28, 2010"
15936,false,"""Phoenix, Arizona, is the No. 2 kidnapping capital of the world.""","By Ciara O'Rourke • June 28, 2010"
15937,mostly-true,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.""","By Alex Holt • June 28, 2010"
15938,mostly-true,"Says U.S. Rep. Michael McCaul is ""the sixth-richest person in Congress.""","By Ciara O'Rourke • June 28, 2010"
15939,true,"Says he ""fought against $3 billion in cuts to public education since 2003.""","By Willoughby Mariano • June 28, 2010"
15940,pants-fire,"Blue Cross’ new $90-million Providence headquarters ""was outfitted with $25 million in decor.""","By C. Eugene Emery Jr. • June 28, 2010"
15941,pants-fire,"""Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.""","By Eric Stirgus • June 27, 2010"
15942,mostly-true,"Gov. Rick Perry broke his promise that he would not accept a $40,000 pay increase.","By Meghan Ashford-Grooms • June 27, 2010"
15943,true,"Langevin votes “the party line about 98 percent of the time.""","By C. Eugene Emery Jr. • June 27, 2010"
15944,false,"""Langevin has been the most reliable vote for Speaker Pelosi.""","By C. Eugene Emery Jr. • June 27, 2010"
15945,mostly-true,"""Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.""","By Ciara O'Rourke • June 26, 2010"
15946,pants-fire,"""Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.""","By Aaron Sharockman • June 25, 2010"
15947,half-true,"""My opponent here has accepted money from Freddie Mac, Fannie Mae (and) hosted subprime mortgage seminars.""","By Trenton Daniel • June 25, 2010"
15948,half-true,"""Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.""","By Louis Jacobson • June 25, 2010"
15949,false,"""When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.""","By Louis Jacobson • June 25, 2010"
15950,half-true,"""Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.""","By Louis Jacobson • June 25, 2010"
15951,false,"""Fifty-three percent of teens in Central Falls are getting pregnant.""","By C. Eugene Emery Jr. • June 25, 2010"
15952,half-true,"“If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.”","By Cynthia Needham • June 25, 2010"
15953,pants-fire,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""","By C. Eugene Emery Jr. • June 25, 2010"
15954,true,Georgia has “more illegal aliens than the state of Arizona.”,"By Jim Tharpe • June 25, 2010"
15955,half-true,"""Sharron Angle wants to wipe out Social Security.""","By Angie Drobnic Holan • June 24, 2010"
15956,half-true,"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""","By Robert Farley • June 24, 2010"
15957,true,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""","By Louis Jacobson • June 24, 2010"
15958,true,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""","By Cristina Silva • June 24, 2010"
15959,mostly-true,"The Tampa Bay Rays' ""prices have been judged the most affordable in all of professional sports.""","By Aaron Sharockman • June 24, 2010"
15960,half-true,"""In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines.""","By Willoughby Mariano • June 24, 2010"
15961,false,"""Social Security, like I told you, is out of money. This year it is borrowing from the general treasury.""","By Ciara O'Rourke • June 24, 2010"
15962,half-true,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""","By Angie Drobnic Holan • June 23, 2010"
15963,pants-fire,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama ""has to fix yet another problem he inherited from the Bush administration.""","By Louis Jacobson • June 23, 2010"
